大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_048,ビッグ・マムの悪魔の実は何？,ソルソルの実,ホミホミの実,メモリメモリの実,マメモメの実,1,ビッグ・マムの悪魔の実は「ソルソルの実」です。,1
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_049,ホールケーキアイランドで、サンジの結婚相手は誰？,シャーロット・プリン,シャーロット・スムージー,シャーロット・ブリュレ,シャーロット・ローラ,1,サンジの結婚相手はシャーロット・プリンです。,1
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_050,ビッグ・マム海賊団の三将星で、餅を操る能力者は誰？,シャーロット・カタクリ,シャーロット・スムージー,シャーロット・クラッカー,シャーロット・ペロスペロー,1,餅を操る能力者はシャーロット・カタクリです。,1
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_051,シャーロット・カタクリの悪魔の実は何？,モチモチの実,ネツネツの実,クネクネの実,フワフワの実,1,シャーロット・カタクリの悪魔の実は「モチモチの実」です。,1
漫画,ワンピース,ホールケーキアイランド編,ONEPIECE_052,ホールケーキアイランドで、ルフィがサンジを連れ戻すために戦った相手は？,シャーロット・カタクリ,シャーロット・クラッカー,ビッグ・マム,ペロスペロー,1,ルフィがサンジを連れ戻すために戦ったのはシャーロット・カタクリです。,2
漫画,ワンピース,ワノ国編,ONEPIECE_053,ワノ国の将軍で、オロチの悪魔の実は何？,ヘビヘビの実 モデル"ヤマタノオロチ",ヘビヘビの実 モデル"ヒュドラ",ヘビヘビの実 モデル"バジリスク",ヘビヘビの実 モデル"ケツァルコアトル",1,オロチの悪魔の実は「ヘビヘビの実 モデル"ヤマタノオロチ"」です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_054,ワノ国で、ルフィたちが協力した侍のリーダーは誰？,光月モモの助,光月おでん,錦えもん,カン十郎,1,ルフィたちが協力した侍のリーダーは光月モモの助です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_055,ワノ国で、カイドウとビッグ・マムが結んだ同盟の名前は？,最強の海賊同盟,四皇同盟,百獣海賊団とビッグ・マム海賊団の同盟,ロックス海賊団の再来,1,カイドウとビッグ・マムが結んだのは「最強の海賊同盟」です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_056,ワノ国で、ゾロが手に入れた名刀の名前は？,閻魔,和道一文字,三代鬼徹,秋水,1,ワノ国でゾロが手に入れた名刀は「閻魔」です。,1
漫画,ワンピース,ワノ国編,ONEPIECE_057,ワノ国で、サンジがレイドスーツを手に入れたのは誰から？,ジェルマ66,ヴィンスモーク・ジャッジ,イチジ,ニジ,1,サンジがレイドスーツを手に入れたのはジェルマ66からです。,2
漫画,ワンピース,ワノ国編,ONEPIECE_058,ワノ国で、ルフィが身につけた覇気の新たな形態は？,流桜,武装色の覇気,見聞色の覇気,覇王色の覇気,1,ルフィが身につけた覇気の新たな形態は「流桜」です。,1
漫画,ワンピース,ワノ国編,ONEPIECE_059,ワノ国で、光月おでんの妻は誰？,光月トキ,光月日和,光月ひより,光月むつみ,1,光月おでんの妻は光月トキです。,1
漫画,ワンピース,ワノ国編,ONEPIECE_060,ワノ国で、光月おでんが最期に踊ったのは何踊り？,おでん踊り,白舞踊り,花柳踊り,桜花乱舞,1,光月おでんが最期に踊ったのは「おでん踊り」です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_061,ワノ国で、ロビンが活躍した戦場は？,鬼ヶ島,花の都,えびす町,兎丼,1,ロビンが活躍した戦場は「鬼ヶ島」です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_062,ワノ国で、フランキーが変身した巨大なロボットの名前は？,フランキー将軍,鉄人フランキー,巨大ロボフランキー,バトルフランキー,1,フランキーが変身したのは「フランキー将軍」です。,2
漫画,ワンピース,ワノ国編,ONEPIECE_063,ワノ国で、ブルックが歌った歌の名前は？,ビンクスの酒,海賊の歌,船の歌,冒険の歌,1,ブルックが歌った歌は「ビンクスの酒」です。,1
漫画,ワンピース,ワノ国編,ONEPIECE_064,ワノ国で、ジンベエが参戦した戦場は？,鬼ヶ島,花の都,えびす町,兎丼,1,ジンベエが参戦したのは「鬼ヶ島」です。,2
漫画,ワンピース,キャラクター,ONEPIECE_065,ロロノア・ゾロの刀で、ワノ国で手に入れた「閻魔」の前の持ち主は誰？,光月おでん,光月モモの助,霜月牛マル,天狗山飛徹,1,ゾロが手に入れた「閻魔」の前の持ち主は光月おでんです。,2
漫画,ワンピース,キャラクター,ONEPIECE_066,ナミの武器「天候棒」を開発したのは誰？,ウソップ,フランキー,ベガパンク,発明家,1,ナミの武器「天候棒」を開発したのはウソップです。,1
漫画,ワンピース,キャラクター,ONEPIECE_067,サンジが女性に対して絶対に攻撃しない理由は？,騎士道精神,幼少期のトラウマ,特別な誓い,悪魔の実の能力,1,サンジが女性に対して攻撃しないのは騎士道精神のためです。,2
漫画,ワンピース,キャラクター,ONEPIECE_068,トニートニー・チョッパーが医師を目指したきっかけは？,ヒルルクの言葉,Dr.くれはの教え,病気を治すため,悪魔の実の能力,1,チョッパーが医師を目指したきっかけはヒルルクの言葉です。,2
漫画,ワンピース,キャラクター,ONEPIECE_069,ニコ・ロビンの夢は？,真の歴史の本文を解読する,世界中の本を読む,考古学者になる,自由な世界を探す,1,ニコ・ロビンの夢は真の歴史の本文を解読することです。,1
漫画,ワンピース,キャラクター,ONEPIECE_070,フランキーの体がサイボーグであるため、彼がエネルギー源として使うものは？,コーラ,水,ガソリン,電気,1,フランキーはコーラをエネルギー源としています。,1
漫画,ワンピース,キャラクター,ONEPIECE_071,ブルックの能力「ソウルキング」はどのように発動する？,音楽で魂を操る,剣術と音楽を融合させる,魂を具現化する,魂を歌声に乗せる,1,ソウルキングは音楽で魂を操ることです。,2
漫画,ワンピース,キャラクター,ONEPIECE_072,ジンベエが元々所属していた七武海ではない海賊団の名前は？,タイヨウの海賊団,太陽の海賊団,魚人海賊団,ジンベエ海賊団,1,ジンベエが元々所属していたのは「タイヨウの海賊団」です。,1
漫画,ワンピース,キャラクター,ONEPIECE_073,麦わらの一味の船大工は誰？,フランキー,ウソップ,ブルック,ジンベエ,1,麦わらの一味の船大工はフランキーです。,1
漫画,ワンピース,キャラクター,ONEPIECE_074,麦わらの一味の音楽家は誰？,ブルック,ウソップ,フランキー,ジンベエ,1,麦わらの一味の音楽家はブルックです。,1
漫画,ワンピース,キャラクター,ONEPIECE_075,麦わらの一味の操舵手は誰？,ジンベエ,フランキー,ウソップ,ブルック,1,麦わらの一味の操舵手はジンベエです。,1
漫画,ワンピース,悪魔の実,ONEPIECE_076,ルフィの悪魔の実は「ゴムゴムの実」だが、その真の能力の名前は？,ヒトヒトの実 モデル"ニカ",ゴロゴロの実,モチモチの実,グラグラの実,1,ルフィの悪魔の実は「ヒトヒトの実 モデル"ニカ"」です。,1
漫画,ワンピース,悪魔の実,ONEPIECE_077,ロロノア・ゾロが悪魔の実の能力者ではない理由は？,剣士だから,覇気を使えるから,修行しているから,水に嫌われているから,1,ゾロは剣士であるため悪魔の実の能力者ではありません。,2
漫画,ワンピース,悪魔の実,ONEPIECE_078,ナミが悪魔の実の能力者ではない理由は？,天候を操るから,航海士だから,武器を使うから,泳ぎたいから,1,ナミは天候を操る能力があるため悪魔の実の能力者ではありません。,2
漫画,ワンピース,悪魔の実,ONEPIECE_079,サンジが悪魔の実の能力者ではない理由は？,足技を使うから,料理人だから,悪魔の血統だから,泳ぎたいから,1,サンジは足技を使うため悪魔の実の能力者ではありません。,2
漫画,ワンピース,悪魔の実,ONEPIECE_080,ウソップが悪魔の実の能力者ではない理由は？,狙撃手だから,嘘つきだから,勇者だから,泳ぎたいから,1,ウソップは狙撃手であるため悪魔の実の能力者ではありません。,2
漫画,ワンピース,悪魔の実,ONEPIECE_081,トニートニー・チョッパーの悪魔の実は何？,ヒトヒトの実,ウシウシの実,イヌイヌの実,ネコネコの実,1,チョッパーの悪魔の実は「ヒトヒトの実」です。,1
漫画,ワンピース,悪魔の実,ONEPIECE_082,ニコ・ロビンの悪魔の実は何？,ハナハナの実,ハナの能力,咲かせる能力,植物を操る能力,1,ニコ・ロビンの悪魔の実は「ハナハナの実」です。,1
漫画,ワンピース,悪魔の実,ONEPIECE_083,ブルックの悪魔の実は何？,ヨミヨミの実,カゲカゲの実,ホロホロの実,スケスケの実,1,ブルックの悪魔の実は「ヨミヨミの実」です。,1
漫画,ワンピース,悪魔の実,ONEPIECE_084,ジンベエが悪魔の実の能力者ではない理由は？,魚人だから,水中戦が得意だから,覇気を使えるから,武術家だから,1,ジンベエは魚人であるため悪魔の実の能力者ではありません。,2
